"CommandName","CenterName","Date","Cause","Location","Distress","External.factors","Personal.Illness","Overview","total.Humi","total.temp","total.wind","total.rain","total.dew","total.snow"
"119특수구조단(구)","항공대","2013022117","산악기타","산기타","조난","","","신고자 및 주변등산객 정확한 위치 설명부족, 대략 위치파악 출동산행 도착전 주변 등산객과 전화 통화한바 자체해결 가능함을 수보, 요구조자 역시 동의함. 안전유의하 구조활동 할수있도록 당부 종료.","28","-0.45","2.925","0","-14.25","0"
"119특수구조단(구)","항공대","2013022218","산악기타","산기타","","","","용화매표소로 진입하여 거먹바위부근 암장위 요구조자 발견하여 로프등을 이용하여 요구조자 안전하게 하산조치 용화매표소까지 동반하산후 귀소함.","38.5","-0.975","3.8","0","-13","0"
"119특수구조단(구)","항공대","2013022313","산악기타","산기타","조난","외부요인","","13:57분 대원 투입되어 요구조자 확인한바 의식,맥박,호흡 없는 상태로 기도확보 및 제세동기 사용 리듬확인하고, cpr 실시하면서 도봉산 산악구조대원과 함께 경추,척추고정후 들것에 결속 헬기에 인양 14:20분 아산병원으로 비행실시함.14:33분 아산병원에 도착하여 의료진에게 요구조자 인계후 15:20분 귀대함. ","28.75","-0.925","3.325","0","-14.575","0"
"119특수구조단(구)","항공대","2013022314","산악기타","산기타","조난","외부요인","","도봉산 우이암능선 상공에 도착하여 대원이 지상에 투입되어 요구조자 상태 확인한바 의식이 없는 상태로 맥박, 호흡이 없어 기도삽관 및 제세동기 사용하여 리듬확인하고 cpr실시하면서 들것에 요구조자를 결속 안전하게 헬기에 인양후 신촌세브란스병원으로 이동 병원의료진에 인계함","31.75","-0.1","3.4","0","-12.775","0"
"119특수구조단(구)","항공대","2013022413","산악기타","산기타","","외부요인","","우측발목 통증으로 자력이동 불가 요구조자 안전벨트로 인양, 구조활동 중 국기봉 인근 좌측발목부상환자 발생","22.5","2.325","2.3","0","-15.075","0"
"119특수구조단(구)","항공대","2013022414","산악기타","산기타","조난","외부요인","","요구조자 안전벨트로 환자 헬기 인양 후 도봉서 옥상 도봉구급대 인계","24","2.4","2.875","0","-14","0"
"119특수구조단(구)","항공대","2013022415","산악기타","산기타","조난","외부요인","","부목 고정 후 요구조자 안전벨트 이용하여 헬기 인양 후 보라매공원 동작구급대 인계","21.75","2.675","2.15","0","-15.3","0"
"119특수구조단(구)","항공대","2013022415","산악기타","산기타","조난","","","척추보호대 고정 후 들것을 이용하여 헬기로 인양, 수색비행장 수색구급대 인계함","21.75","2.675","2.15","0","-15.3","0"
"119특수구조단(구)","항공대","2013022415","산악기타","산기타","조난","","","현장 활력징후 측정 후 요구조자 안전벨트 헬기로 인양 도봉서 옥상 방학구급대 인계","21.75","2.675","2.15","0","-15.3","0"
"119특수구조단(구)","항공대","2013022415","산악기타","산기타","조난","","","1팀장 서상식 외 3명 승가사부근 순찰중 급자일행으로부터 인편수보즉시 현장출동하여 에어파스 및 압박붕대 활용응급처치후 일행들과 같이 본인스스로 귀가한다고하여 순찰차량이용 대중교통이용가능지역까지 이송후 귀소함","21.75","2.675","2.15","0","-15.3","0"
"119특수구조단(구)","항공대","2013022710","산악기타","산기타","","","","최초 선착 확인한바 사모바위 부근 일대 운무로 인한 연기오인 확인, 관할대 인계 후 종료.","79","1.725","1.7","0","-0.975","0"
"119특수구조단(구)","항공대","2013022713","산악기타","산기타","조난","외부요인","","위치불명확으로 인해, GPS좌표 및 사진전송으로 대략 위치파악, 2개조 분산 탐색함. 승가봉->삼천사 방향 무명능선 약 6부능선에서 요구조자 3명 발견, 3명 전원 탈진 및 패닉상태, 급경사 지역 로프연장 밀고당겨","47.25","5.3","1.4","0","-2.6","0"
"119특수구조단(구)","항공대","2013022717","산악기타","산기타","조난","","","요구조자 안전벨트로 헬기 인양 후 도봉소방서 옥상, 방학구급대 - 바로선 병원","52.25","5.45","2.525","0","-2.6","0"
"119특수구조단(구)","항공대","2013030111","산악기타","산기타","","외부요인","","서상식팀장외 4명은 탕충대로 진입하여 현장도착하여 부목 및 붕대로 응급처치 후 들것을 이용하기가 곤란하여 항공대요청하여 인계 후 이상없이 귀소함","52.5","-2.125","3.85","0","-7.8","0"
"119특수구조단(구)","항공대","2013030112","산악기타","산기타","조난","","","001호기 12:30분 현장도착하여 인양장소가 좋지않아 50m가량 이동후 안전벨트를 이용, 헬기에 인양후 수색비행장에 13:10도착, 수색구급대에 인계후 13:25분 이상없이 귀대함.","46","-1.375","4.225","0","-9","0"
"119특수구조단(구)","항공대","2013030115","산악기타","산기타","조난","","","15:35분 001호기 현장도착하여 도봉산 산악구조대와 함께 응급처치후 안전벨트로 헬기에 인양후 15:51분 도봉소방서 옥상에 도착, 방학구급대에 인계후 16:10분 이상없이 귀대함.","38.5","-0.575","3.925","0","-10.7","0"
"119특수구조단(구)","항공대","2013030313","산악기타","산기타","","","","북한산성분소로 진입하여 중성문아래 500여미터 지점에서 도보로 하산하던 요구조자 일행 발견후 식염수와 거즈등으로 응급처치후 후착한 진관구급대 이송인계 상황종료.","28.25","0.825","2.825","0","-13.425","0"
"119특수구조단(구)","항공대","2013030411","산악기타","산기타","","외부요인","","서상식팀장외 4명은 진관구급대와 함께 불광중학교 후문에서 300m 올라가서 현장도착하여 요구조자가 저혈당상태여서 응급처치 후 안전하게 들것으로 이송하여 구급대에게 인계후 이상없이 귀소함","64.5","0.75","2.525","0","-2.175","0"
"119특수구조단(구)","항공대","2013030415","산악기타","산기타","조난","외부요인","","002호기 15:37분 현장도착한바 허리통증 및 후두부 부종으로 자력거동이 불가하여 경추,요추고정후 들것에 결속 헬기에 인양후 16:00분 고대구로병원에 도착하여 의료진에게 인계후 16:27분 002호기 이상없이 귀대함.","35.25","5.25","3.525","0","-6.3","0"
"119특수구조단(구)","항공대","2013030515","산악기타","산기타","조난","","","002호기 15:55분 출동하여 16:05분 현장도착 대원투입하여 관악산 산악구조대와 함께 응급처치후 16:14분 안전벨트로 헬기에 인양, 16:18분 보라매공원에서 동작구급대에 인계후 16:35분 이상없이 귀대함.","27.25","6.7","2.45","0","-8.775","0"
"119특수구조단(구)","항공대","2013030910","산악기타","산기타","","","","구기분소앞에서 국립공원관리공단 직원들과 산불캠페인중 산악구조수보즉시 탕춘대로 진입하여 향로봉 정상 바로아래 부근 요구조자 발견하여 국립공원직원과 함께 정상에서 로프등을 이용 위방향으로 안전하게 구조. 상황종료.","46.75","13.45","4.575","0","0.925","0"
"119특수구조단(구)","항공대","2013030914","산악기타","산기타","","","","초소근무중 요구조자의 남편이 직접방문하여 무리한산행으로 인해 아픈 아내를 초소 아랫마을까지 이송해줄것을 요청하여 에어파스등으로 응급처치후 자가용 주차된곳까지 차량으로 이송하여줌. 상황종료.","20.75","19.75","4.775","0","-1","0"
"119특수구조단(구)","항공대","2013030915","산악기타","산기타","조난","","","현장도착 상황파악 후 응급처치실시, 요구조자 안전벨트이용 헬기로 인양 도봉소방서 옥상에서 방학구급대에 인계함","25","20.85","4.55","0","2.525","0"
"119특수구조단(구)","항공대","2013030917","산악기타","산기타","조난","외부요인","","현장도착하여 확인한바 요구조자는 의식이업는상태로 호흡,맥박이없어 기도삽관 및 제세동기 사용하여 리듬확인하고 cpr실시하면서 들것에 요구조자를 결속,안전하게 헬기에 인양 후 기내에서 계속적인 cpr을 실시하며 서울001호기 구로고대병원에 대기하고 있는 병원의료진에게 인계함.","28.75","19.775","4.9","0","3.45","0"
"119특수구조단(구)","항공대","2013030918","산악기타","산기타","조난","","개인질환","은평서에서 초소로 이동중 출동수보를 받고 신고자와 통화한 바 심정지 추정되어 항공대 추가요청함. 구기동 승가사로 진입하여 사고장소 도착쯤 항공대에서 구조완료함. 상황종료.","34.25","17.825","5.125","0","4.2","0"
"119특수구조단(구)","항공대","2013030919","산악기타","산기타","","","","북한산성탐방지원센터로 진입하여 차량으로 법용사앞까지 이동한후 도보로 부왕사지로 가던중 요구조자일행 발견하여 랜턴등을 사용하여 안전하게 동행하산하여 귀가조치함. 상황종료.","40","16.425","5.6","0","5.2","0"
"119특수구조단(구)","항공대","2013031009","산악기타","산기타","조난","외부요인","","09:34분 001호기 출동하여 09:44분 현장도착 도봉산 산악구조대원과 함께 부상부위 부목으로 고정후 산악용 들것을 이용하여 10:10분 헬기에 인양, 10:15분 도봉소방서 옥상에서 방학구급대에 인계후 10:34분 001호기 이상없이 귀대함.","32.75","-2","3.4","0","-14.625","0"
"119특수구조단(구)","항공대","2013031014","산악기타","산기타","조난","외부요인","","현장도착 상황파악 후 부목으로 부상부위고정, 요구조자안전벨트에 요구조자 결속하여 헬기인양, 만남의 광장에서 양재구급대에 인계함","20.5","2.775","2.975","0","-15.45","0"
"119특수구조단(구)","항공대","2013031016","산악기타","산기타","조난","","","002호기 16;43분 현장도착하여 북한산 산악구조대와 함께 응급처치후 안전벨트로 16:53분 헬기에 인양,16:57분 수색비행장에서 수색구급대에 인계후 17:10분 이상없이 귀대함.","20","4.025","2.75","0","-14.85","0"
"119특수구조단(구)","항공대","2013031015","산악기타","산기타","","외부요인","","1팀장 서상식외 4명및 차량본부5-8호 불광사 매표소에서 진입하여 현장도착하여 부목으로 응급처치 하고 항공대요청하여 안전하게 인계 후 이상없이 귀소함","20.75","3.275","2.725","0","-15","0"
"119특수구조단(구)","항공대","2013031415","산악기타","산기타","조난","","","경추, 척추 등 응급처치 후 들것에 고정 후 헬기 인양하여 병원 이송","33.5","7","2.125","0","-6.1","0"
"119특수구조단(구)","항공대","2013031615","산악기타","산기타","","외부요인","","1팀장 서상식외 3명및 차량본부 5-8호 승가초소에서 승가사로 진입하여 사모바위에서 요구조자를 발견하여 부목 및 붕대로 응급처치하고 항공대에 인계 후 이상없이 귀소함","28","10.3","1.65","0","-5.725","0"
"119특수구조단(구)","항공대","2013031616","산악기타","산기타","조난","","","북한산사모바위 헬기장 착륙하여 요구조자 안전구조 후 수색비행장으로 이동 수색구급대에 인계함","27.75","10.775","1.5","0","-5.75","0"
"119특수구조단(구)","항공대","2013031616","산악기타","산기타","조난","외부요인","","16:35분 001호기 출동하여 16:35분 현장도착, 대원 투입한바 요구조자 실족하여 좌측발목 부상으로 응급처치후 안전벨트를 이용 헬기에 인양후 16:50분 도봉소방서 옥상에서 방학구급대에 인계후 17:08분 001호기 이상없이 귀대함.","27.75","10.775","1.5","0","-5.75","0"
"119특수구조단(구)","항공대","2013031712","산악기타","산기타","","외부요인","","부목 및 상처 드레싱 후 요구조자 안전벨트로 인양 도봉소방서 옥상 방학구급대 인계함","32","11.525","2.475","0","-2.775","0"
"119특수구조단(구)","항공대","2013031715","산악기타","산기타","조난","","","002호기 15:12분 출동하여 15:22분 현장도착 등산객을 피해 안전한 곳에 대원 2명 투입하여, 요구조자 응급처치후 주변 안전통제 철저히 하고 15:40분 안전벨트로 헬기에 인양, 15:50분 수색비행장에서 수색구급대에 요구조자 인계후 16:07분 이상없이 귀대함.","16.25","13.7","2.1","0","-10.125","0"
"119특수구조단(구)","항공대","2013031816","산악기타","산기타","","","","계곡구조훈련중 산악구조무선수보후 정진사지킴터로 진입. 현장도착한 바 요구조자 응급처치중인 은평구조대와 함께 응급처치후 들것을 이용 하산하여 신영구급대 인계하여 상황종료.","57","9.25","3.675","0","3.1","0"
"119특수구조단(구)","항공대","2013032311","산악기타","산기타","조난","","","현장 활력징후 및 약물투여 후 요구조자 안전벨트로 헬기 인양하여 아산병원 이송함","43","5.5","0.95","0","-5","0"
"119특수구조단(구)","항공대","2013032315","산악기타","산기타","조난","외부요인","","15:25분 001호기 현장도착하여 호이스트로 대원 2명 투입한바, 요구조자가 산행중 넘어져 좌측 무릎 부상으로 응급처치후 15:35분 안전벨트 착용 헬기에 인양후 15:40분 도봉소방서 옥상에서 방학구급대에 인계, 001호기 16:05분 이상없이 귀대함","22.5","10.325","1.925","0","-8.25","0"
"119특수구조단(구)","항공대","2013032316","산악기타","산기타","조난","외부요인","","부목 고정 후 요구조자 안전벨트로 헬기 인양 경찰병원 이송함","23","10","2.075","0","-7.85","0"
"119특수구조단(구)","항공대","2013032317","산악기타","산기타","조난","","","요구조자 안전벨트로 헬기 인양 후 수색비행장 상암구급대 인계","26.25","9.35","2.475","0","-6.725","0"
"119특수구조단(구)","항공대","2013032412","산악기타","산기타","조난","외부요인","","현장도착 상황파악 후 척추보호대로 환자고정, 들것이용 헬기에 인양, 고대구로병원으로 비행, 병원의료진에 인계함","30.5","6.3","2.2","0","-8.025","0"
"119특수구조단(구)","항공대","2013032413","산악기타","산기타","","외부요인","","선림사지킴터로 진입하여 5부능선 등산로상에서 요구조자 발견. 우측발목 염좌 확인후 응급처치하여 들것이용 하산하여 구급대 이송인계 상황종료.","32.75","6.6","3.15","0","-6.875","0"
"119특수구조단(구)","항공대","2013032415","산악기타","산기타","조난","","","들것이용 헬기 인양 후 도봉옥상 방학구급대 인계함","32.5","7.8","2.6","0","-5.7","0"
"119특수구조단(구)","항공대","2013032718","산악기타","산기타","","","","김포공항 이륙하여 김포대교 북단진입, 산불지역부근 야산 연기 현장확인후, 불암산 연못에서 담수, 지상통제요구에 따라 1회차 방수실시함.","15","9.675","2.825","0","-13.275","0"
"119특수구조단(구)","항공대","2013032814","산악기타","산기타","","","","14:53분 001호기 출동하여 15:06분 현장도착, 압박붕대로 응급처치후 안전벨트를 이용하여 요구조자 인양후 15:19분 도봉소방서 옥상에서 방학구급대에 인계, 15:38분 001호기 이상없이 귀대함.","30.75","10.225","2.475","0","-4.15","0"
"119특수구조단(구)","항공대","2013033009","산악기타","산기타","조난","외부요인","","현장도착 확인한바 요구조자는 의식이 없는 상태로 맥박, 호흡이 없어 기도삽관 및 제세동기 사용하여 리듬확인하고 제세동 3회 후 cpr실시하면서 들것에 요구조자를 결속, 안전하게 헬기에 인양, 기내에서 계속적인 cpr실시하며 고대구로병원으로 비행실시함.","33.75","2.85","2.725","0","-9.425","0"
"119특수구조단(구)","항공대","2013033013","산악기타","산기타","조난","","","요구조자 안전벨트로 헬기 인양 후 만남의광장 양재구급대 인계 - 삼성서울병원","19.75","8.25","1.275","0","-12","0"
"119특수구조단(구)","항공대","2013033014","산악기타","산기타","","","","불광사로 진입하여 향로봉 북쪽사면 정상부근 사고지점 도착전 항공대에서 구조완료 무전수보후 상황종료. 출동중 국립공원에 신속히 연락하여 안전조치 요청함.","17.5","7.35","2.575","0","-13.575","0"
"119특수구조단(구)","항공대","2013033014","산악기타","산기타","조난","","","현장도착하여 상황파악 후 경추보호대 압박붕대 등 이용 응급처치 후 들것에 요구조자 결속 안전하게 헬기에 인양 고대구로병원으로 비행하여 병원의료진에 인계함","17.5","7.35","2.575","0","-13.575","0"
"119특수구조단(구)","항공대","2013033015","산악기타","산기타","조난","외부요인","","현장도착하여 요구조자 상태 확인후 압박붕대와 부목이용 응급처치 후 요구조자안전밸트에 결속 안전하게 헬기에 인양 도봉소방서 옥상으로 비행하여 방학구급대에 인계함","22.75","6.05","3.55","0","-11.175","0"
"119특수구조단(구)","항공대","2013033018","산악기타","산기타","조난","","","현장도착 상황파악 후 요구조자안전밸트에 요구조자 결속 안전하게 헬기에 인양 수색비행장으로 비행하여 수색구급대에 인계함","64.25","2.05","1.95","0","-1.875","0"
"119특수구조단(구)","항공대","2013033113","산악기타","산기타","조난","","","001호기 13:35분 현장도착하여 응급처치후 요구조자를 안전한 인양장소로 이동시킨후, 안전벨트를 이용 헬기에 인양후 14:00분 도봉소방서 옥상에서 방학구급대에 인계후 14:15분 이상없이 귀대함.","26.5","8.1","2.125","0","-7.875","0"
"119특수구조단(구)","항공대","2013033114","산악기타","산기타","","","","1팀장 서상식외 4명및 차량 본부5-8호 승가사초소에서 승가사로 진입하여 붕대 및 에어파스로 응급처치 후 본인이 집으로 간다고 하여 택시타는 곳까지 이송하고 이상없이 귀소함","24.5","9.175","1.8","0","-8.325","0"
"119특수구조단(구)","항공대","2013033115","산악기타","산기타","조난","","","현장도착 요구조자 상태확인 후 응급처치 실시, 들것이용 요구조자 결속, 안전하게 헬기에 인양 001호기 도봉소방서 옥상에서 방학구급대에 요구조자 인계함","22.25","9.125","1.975","0","-9.025","0"
"119특수구조단(구)","항공대","2013033117","산악기타","산기타","조난","","","17:00분 001호기 출동하여 17:10분 현장도착, 요구조자 응급처치후 안전벨트를 이용하여 헬기에 인양후, 17:28분 도봉소방서 옥상에서 방학구급대에 인계후 17:40분 이상없이 귀대함.","23.75","9.8","2.125","0","-7.7","0"
"119특수구조단(구)","항공대","2013040415","산악기타","산기타","조난","외부요인","","척추보호대 및 부목으로 응급처치 후 들것으로 헬기 인양, 도봉소방서 방학구급대 인계, 을지병원","24.5","17.075","1.6","0","-0.95","0"
"119특수구조단(구)","항공대","2013040712","산악기타","산기타","조난","외부요인","","요구조자 부목 고정 후 요구조자 안전벨트로 환자 헬기 인양 수색비행장, 상암구급대 - 이대목동병원","48","2.675","3.475","0","-4.35","0"
"119특수구조단(구)","항공대","2013040714","산악기타","산기타","","외부요인","","압박붕대 및 철사부목 이용 응급처치 실시, 들것이용 하산 신영 구급대 인계","39.25","4.075","3.3","0","-4.55","0"
"119특수구조단(구)","항공대","2013040914","산악기타","산기타","조난","","","1팀장 서상식외 4명, 항공대 1명및 차량본부 5-8호 문수봉에서 승가봉으로 산악순찰중 산악출동 접수하여 신속하게 출동하여 승가사에 도착하여 요구조자를 발견하여 구급대와 함께 붕대로 응급처치 후 순찰차로 구급차까지 이송후 이상없이 귀소함","31.5","6.7","5.25","0","-5.9","0"
"119특수구조단(구)","항공대","2013041311","산악기타","산기타","조난","외부요인","","부목 고정 후 요구조자 안전벨트로 헬기 인양 도봉소방서, 방학구급대 인계 - 한일병원","21.75","10.9","4.125","0","-8.175","0"
"119특수구조단(구)","항공대","2013041312","산악기타","산기타","조난","외부요인","","부목 고정 후 요구조자 안전벨트로 헬기 인양 수색비행장 성산구급대 인계 - 강남성모병원","19.75","12.3","4.075","0","-8.075","0"
"119특수구조단(구)","항공대","2013041313","산악기타","산기타","","","","압박붕대 응급처치, 들것하산 자차귀가함","17.5","14.05","4.2","0","-8.4","0"
"119특수구조단(구)","항공대","2013041314","산악기타","산기타","조난","외부요인","","14:08분 001호기 출동하여 14:18분 현장도착, 14:32분 부목고정후 안전벨트 이용하여 헬기에 인양, 14:37분 도봉옥상에서 방학구급대에 인계, 14:53분 이상없이 귀대함.","19.25","14.6","4.95","0","-6.475","0"
"119특수구조단(구)","항공대","2013041315","산악기타","산기타","조난","외부요인","","부목 고정 후 요구조자 안전벨트로 헬기 인양, 도봉소방서 방학구급대 - 상계백병원","18.75","15.425","4.8","0","-6.325","0"
"119특수구조단(구)","항공대","2013041316","산악기타","산기타","조난","외부요인","","부목 고정 후 요구조자 안전벨트로 헬기 인양 수색비행장 북가좌 구급대 - 이대목동병원","20.25","15.325","4.325","0","-5.175","0"
"119특수구조단(구)","항공대","2013041413","산악기타","산기타","조난","","","경추고정 및 응급처치 후 들것으로 헬기 인양하여 수색비행장 수색구급대 인계 - 대림성모병원","19.5","8.55","4.875","0","-12.025","0"
"119특수구조단(구)","항공대","2013041514","산악기타","산기타","조난","외부요인","","14:07분 001호기 출동하여 14:17분 현장도착 대원 및 들것 투입, 부상부위 드레싱 및 압박지혈하고 부목으로 고정후 들것에 결속하여 14:35분 헬기에 인양, 14:50분 서울아산병원 옥상에서 의료진에게 인계후 15:27분 이상없이 귀대함.","30.75","7.325","1.7","0","-7.75","0"
