"CommandName","CenterName","Date","Cause","Location","Distress","External.factors","Personal.Illness","Overview","total.Humi","total.temp","total.wind","total.rain","total.dew","total.snow"
"경북소방본부","구.소방항공구조대","2013040717","산악기타","능선","조난","외부요인","개인질환","성주 월항 선석산에서 호흡곤란 및 심질환 환자 발생했다는 신고 접부 후 현장출동하여 구조대원 1명이 레펠하강 하여 현장에 있는 성주구조대원과 함께 다목적 들것 사용하여 호이스트 이용하여 안전 구조함./n대구 k2기지에 대기하고 있던 대구 동촌119구급대에 안전 인계후 경대병원 이송함.","39","6.7","3.95","0","-2.95","0"
"경북소방본부","구.소방항공구조대","2013042511","개인(급.만성)질환","능선","조난","외부요인","","상기 장소에 요구조자가 의식이 없어 신고한 상태로 항공구조대원은 현장도착하여 레펠로 하강한바 의성구급대원이 심페소생술을 하고있는 상태로 다목적들것으로 요구조자를 결착시켜 호이스트로 견인후 항공기안에서 심폐소생술을 하며 대구공항으로 이동하여 대기중인 대구동촌구급대에게 인계함","32","16.5","4.1","0","1.7","0"
"경북소방본부","구.소방항공구조대","2013042716","산악기타","능선","조난","외부요인","","비봉산에 발목골절환자 있다는 신고접보 후 현장출동하여 구조대원 1며이 레펠하강 하여 요구조자용 안전벨트 이용하여 혼자 호이스트로 안전하게 구조함. 구조후 k2비행자에 대기하고 있던 대구소방 불로구급대에 안전하게 인계함.","30.5","14.5","2.85","0","0.6","0"
"경북소방본부","구.소방항공구조대","2013050814","산악기타","산기타","조난","외부요인","","가야산 국립공원 관리사무소 직원이 탐방로 식물생태 조사하던중 굴러온 큰바위에 하반신이 끼어있다는 신고 접보 후 바로 출동하여 성주구조대원 2명과 구조장비 적재후 현장으로 접근하여 헬기레펠로 장비와 인원 현장 투입./n현장에 끼어있던 요구조자를 안정시킨 후 구조에어백과 유압스프레다 이용하여 안전하게 구조하여 현장에서 양쪽다리 응급처치 후 다목적 들것 이용하여 안전하게 인양하여 대구공항에 대기하고 있던 대구동촌119구급대에 안전하게 인계함.","35.5","22.1","2.2","0","9.25","0"
"경북소방본부","구.소방항공구조대","2013051516","실족추락","능선","조난","외부요인","","상기 장소에 요구조자가 산행중 넘어져 우측족관절부위 통증호소로 더이상 산행을 할수없어 119에 신고한 사고로 항공구조대가 현장도착하여 레펠로 하강한바 영덕구조대원이 응급처치한 상태로 항공대원은 요구조자벨트를 이용하여 호이스트로 견인하여 포항형산강둔치에 대기중인 해도구급대원에게 인계함","41.5","20.2","4.7","0","8.95","0"
"경북소방본부","구.소방항공구조대","2013051616","산악기타","정상","조난","외부요인","","현장 출동하여 구조대원 1명이 레펠로 현장 접근하여 요구조자용 안전벨트 이용, 호이스트로 안전하게 구조함.","65","15.1","3.75","0","8.7","0"
"경북소방본부","구.소방항공구조대","2013051618","산악기타","능선","조난","외부요인","","가야산 만물상에 발목염좌환자 있다는 접보 후 현장출동하여 백운동 주차장에서 성주구조대원 1명 탑승하여 현장도착 후 구조대원 1명 레펠하강하여 환자 응급처치후 요구조자용 안전벨트 이용, 호이스트로 안전하게 구조함.","67.5","13.65","3.45","0","8.4","0"
"경북소방본부","구.소방항공구조대","2013051816","실족추락","정상","조난","외부요인","","청량산 실족으로 인한 발목골절 요구조자 1명 영주구조대에서 응급조치 완료하여 이송을 위해 출동을 요청하여 청량산 정상 하늘다리 현장 접근하여 구조대원1명 레펠로 하강. 요구조자 안전벨트로 결착후 헬기로 인양하여 안동병원 건물 옥상 헬리패드장으로 바로 이송후 임무 완수후 귀소함","35","20.5","1.35","0","8.25","0"
"경북소방본부","구.소방항공구조대","2013052315","개인(급.만성)질환","능선","조난","외부요인","","상기 장소에 요구조자외 1명이 산행중 다리경련과 복통으로 인해 산행을 할수없어 119에 신고한 사고로 항공구조대원은 가야산호텔주차장에서 성주구조대원 1명을 태우고 현장도착하여 항공구조대원이 레펠로 하강하여 요구조자 2명을 요구조자벨트를 이용하여 호이스트로 견인하여 가야산호텔 주차장에 대기중인 성주구급대에 인계함","53.5","22.95","1.9","0","12.9","0"
"경북소방본부","구.소방항공구조대","2013052514","산악기타","능선","조난","외부요인","","좌측 어깨탈골환자 1명 더 이상 산행이 불가하여 119에 신고한 경우로 구조대원 2명 호이스트로 환자에게 접근하여 좌측어깨 부목고정후 들것에 결착하여 헬기로 인양함. 대기하고 있던 고령소방서 구급대원에게 환자 인계후 귀소함","63.5","21.35","1.85","0","13.5","0"
"경북소방본부","구.소방항공구조대","2013052608","개인(급.만성)질환","산기타","조난","외부요인","","경남 밀양 송전탑 공사현장 반대현장에서 실신환자 발생 119에 신고한 상황으로  경북 2호기 구조헬기 현장 도착하여 항공구조사 2명 레펠링 하강 후 응급처치시행함./n항공용 들것 이용하여 픽업후 경남가곡구급대 인계조치후 안전귀대함. ","82.5","16.65","0.9","0","13.7","0"
"경북소방본부","구.소방항공구조대","2013060112","산악기타","정상","조난","외부요인","","문경 천주산 정상에서 어깨탈골환자 발생했다는 접보 후 현장 출동, 구조대원 1명이 레펠하강하여 문경구조대 직원들과 함께 다목적 들것 결착후 호이스트로 안전하게 인양 후 문경종합운동장에 있는 산북119구급대에게 안전하게 인계함.","51","21.45","0.95","0","12.35","0"
"경북소방본부","구.소방항공구조대","2013060209","실족추락","능선","조난","외부요인","","추락사고로 인해 119에 신고한 사고로서 현장도착하여 구조대원 2명 레펠로 현장접근. 요구조자 심실제세동기로 환자상태확인 무호흡, 무수축, 무맥 상태확인하고 요구조자 헬기로 인양하여 무경운동장 대기중인 문경구조대 구급대에 인계후 예천비행장에서 연료 보급후 귀소함.","72","17.95","2.2","0","14.25","0"
"경북소방본부","구.소방항공구조대","2013060413","실족추락","산기타","조난","외부요인","","상기장소에 요구조자가 산행중 실족으로 추락하여 119에 신고한사고로 항공구조대원이 현장도착하여 구조대원 1명이 호이스트로 하강한바 문경구조대원이 응급처치를 한 상태로 다목적들것을 이용하여 요구조자를 견인후 문경구급대에게 인계함","38.5","24.85","1.8","0","11.65","0"
"경북소방본부","구.소방항공구조대","2013060914","실족추락","정상","조난","외부요인","","상기 장소에 요구조자가 산행중 실족으로 추락하여 골반부위 통증호소 및 가승통증으로 119에신고한 사고로  항공구조대원은 현장도착하여 레펠로 1명이 하강한바 문경구조대원이 응급조치한 상태로 항공구조대원은 다목적들것을 이용하여 호이스트로 견인 후 문경구급대에게 인계함","64.5","21.15","3.4","0","15.9","0"
"경북소방본부","구.소방항공구조대","2013060917","산악기타","능선","조난","외부요인","","상기 장소에 요구조자가 산행중 우측슬관절부위에 통증이 발생하여 산행을 할수없어 119에 신고한 사고로 현장에 도착한 항공구조대원 1명이 레펠로 하강한바 충북 보은구조대원이 응급처치를 한 상태로 요구조자벨트를 이용하여 호이스트로 견인하여 상주공설운동장에 대기중인 상주구급대에게 인계함","66.5","20.4","3.3","0","16.1","0"
"경북소방본부","구.소방항공구조대","2013061611","산악기타","정상","","외부요인","","상기 장소에 요구조자가 산행중 미끄러져 좌측족관절부위 통증호소로 산행을 할수없어 119에 신고한 사고로 항공대원이 금오산 정상 헬리페드장에 착륙하여 구미구조대로부터 요구조자를 인계받아 구미lig에 대기중인 구미구급대에게 인계함","49","26.35","2.05","0","17.9","0"
"경북소방본부","소방항공구조대","2013062217","산악기타","능선","","외부요인","","청도군 운문면 황등산 산악구조 출동하여 인명구조 후 귀대하여 항공유 주입, 상기장소 구조출동에 임함. 영덕구조대 현장도착하여 환자 발견 응급처치 중에 있으며 항공기 팔각산 인근 현장 도착한 바 낮은 안개 및 운무 등 기상악화로 현장 접근이 불가하여 상황실 및 영덕구조대 상황전파하고 안전 귀대함.","68","22.5","1.8","0","18.55","0"
"경북소방본부","소방항공구조대","2013062216","산악기타","능선","조난","외부요인","","상기장소에 요구조자가 산행중 선홍색 혈변 출혈과 현기증으로 인해 더이상 산행을 할수없어 119에 신고한 상황으로 청도 119구조대 현장 출동중에 있는 상황으로  항공대원은 119상황실 및 요구조자와 전화통화 위치 확인하여 항공구조대 현장 출동, 항공구조대원 2명이 레펠로 하강하여 요구조자 상태 확인한 바 의식상태 생체징후 양호,  요구조자안전벨트를 이용하여 호이스트로 견인 안전구조, 항공대 귀대 후 불로119구급대에게 환자 인계함.","70.5","23.25","2.15","0","18.45","0"
"경북소방본부","소방항공구조대","2013070614","산악기타","능선","조난","외부요인","","상기 장소에 요구조자가 산행중 좌측슬관절부위에 통증에 심해 산행을 할수없어 119에 신고한 사고로 항공구조대원이 현장도착하여 구조대원1명이 레펠로 하강하여 요구조자 응급처치 후 요구조자벨트를 이용하여 호이스트로 견인하여 상주공설운동장에 대기중인 상주구급대에게 인계함","58.5","27.3","2.35","0","21.45","0"
"경북소방본부","소방항공구조대","2013070615","산악기타","정상","조난","외부요인","","상기 장소에 요구조자가 산행중 양측하지경련으로 산행을 할수없어 119에 신고한 사고로 항공구조대원이 현장도착하여 구조대원1명이 레펠로 하강하여 요구조자 응급처치 후 요구조자벨트를 이용하여 호이스트로 견인하여 영강체육공원에 대기중인 문경구급대에게 인계함","57.5","27.1","0.7","0","21.2","0"
"경북소방본부","소방항공구조대","2013070914","개인(급.만성)질환","정상","조난","외부요인","","상기장소 환자 산행중 갑자기 흉부통증으로 인하여 거동불편하여 같이 산행한 일행이 119 신고한 사항으로 소방항공대 구조대원 1명 레펠로 하강하여 요구조자 확인한 바 영동 구조구급대 응급처치한 상황으로 다목적 들것을 이용 호이스트로 견인 후 안전구조하여 김천 공설운동장 다수119구급대에게 요구조자 인계하고 인원장비 이상없이 귀서함.","51.5","30","2.35","0","21.5","0"
"경북소방본부","소방항공구조대","2013072113","개인(급.만성)질환","정상","조난","외부요인","","상기일시장소에서 요구조자 배병걸이 등산중 갑자기 의식저하 및 실신하여 일행이 119 신고한 사항으로 선착대인 대구 중부소방서 구조대원들의 응급처치한 사항이며 소방항공대 구조대원 1명 레펠하여 다목적 들것을 이용, 호이스트로 견인 후 안전하게 구조하여 비행장에서 대기중인 대구불로 구급대에게 인계함.","50.5","28.6","3.35","0","20.8","0"
"경북소방본부","소방항공구조대","2013080815","개인(급.만성)질환","능선","조난","외부요인","","상기 장소에 요구조자 가 산불났던곳에서 제초작업 도중 탈진으로 쓰러져 119에 신고한 사고로 항공구조대원이 현장에 레펠로 2명이 하강한바 고령구조대원이 응급처치한 상태로 항공구조대원은 항공들것에 요구조자를 넣어 호이스트로 견인하여 고령체육공원에 대기중인 고령구급대에 인계함 ","45.5","33.45","3.15","0","22.45","0"
"경북소방본부","소방항공구조대","2013080914","산악기타","계곡","","외부요인","","충북 단양 도락산 계곡에 환자 있다는 접보후 출동하여 현장도착 후 구조대원 2명이 레펠하강하여 환자 응급처치후 안전하게 구조함./n단양읍 단양강 활공장에 대기하고 있던 단양소방서 구급차량에 안전하게 인계함.","46","33","2.75","0","23.05","0"
"경북소방본부","소방항공구조대","2013083112","개인(급.만성)질환","산기타","조난","외부요인","","상기 장소에 요구조자가 벌초중 벌에 쏘여 의식을 잃고 신고한 사고로 항공구조대원이 현장도착하여 구조대원 2명이 레펠로 하강하여 요구조자를 확인한바 호흡,맥박없어 응급처치 후 다목적들것을 이용하여 호이스트로 견인 후 성주구급대에게 인계함 ","68","22.6","4.1","0","18.5","0"
"경북소방본부","소방항공구조대","2013090112","실족추락","능선","조난","외부요인","","상기 장소에 요구조자가 산행중 미끄러져 우측 족관절부위 골절로 인해 119에 신고한사고로 항공구조대원 1명이 현장도착하여 레펠로 하강하여 현장에 도착한바 영동구조대원이 응급처치를 한상태로 항공구조대원은 요구조자벨트를 결착시켜 호이스트로 견인하여 영동대학교에 대기중인 영동구급대에게 인계함","63.5","22.75","2.35","0","17","0"
"경북소방본부","소방항공구조대","2013090115","개인(급.만성)질환","정상","조난","외부요인","","상기 장소에 요구조자가 산행중 탈진으로 전신에 마비가 와서 산행을 할수없어 119에 신고한사고로 항공구조대원이 현장에 도착하여 레펠로 1명이 하강하여 요구조자 응급처치 후 요구조자벨트를 결착하여 호이스트로 견인후 영덕구급대에게 인계함","63.5","23.65","2.35","0","17.25","0"
"경북소방본부","소방항공구조대","2013090216","일반조난","산기타","조난","외부요인","","상기장소 벌초하던 임우경 말벌에 쏘여 호흡곤란 및 알러지 증상 있어 119신고하여 성주구조대 현장도착하여 요구조자 응급처치 후 헬기 요청한 상황으로 항공구조대원 1명 로프하강하여 요구조자 항공구조 들것에 결착하여 호이스트로 안전 구조하여 성박숲에 성주구조구급대 인계 후 인원장비 이상없이 귀대함.","64.5","23.6","1.85","0","17.35","0"
"경북소방본부","소방항공구조대","2013090812","실족추락","능선","조난","외부요인","","상기 장소에 요구조자가 산행중 미끄러져 좌측장단지부위 골절로 인해 산행을 할수없어 119에 신고한 사고로 항공구조대원이 현장도착하여 레펠로 1명이 하강한바 경주구조대원이 응급처치를 한 상태로 바우만들것을 이용 호이스트로 견인하여 포항에 대기중인 포항남부해도구급대에게 인계함","51.5","23.1","2.7","0","15.45","0"
"경북소방본부","소방항공구조대","2013090816","실족추락","계곡","","외부요인","","상기 장소에 요구조자가 산행중 미끄러져 좌측발목부위 골절로 인해 119에 신고한 사고로 항공구조대원이 현장도착하여 레펠로 1명이 하강한바 포항북부구조대가 응급처치를 한상태로 요구조자벨트를 이용하여 요구조자를 견인후 형산강둔치에 대기중인 포항남부구급대에게 인계함","51.5","23.55","2.1","0","14.6","0"
"경북소방본부","소방항공구조대","2013091813","산악기타","계곡","조난","","","포항 내연산 향로봉 근처 산악구조 접보 후 출동하여 현장 수색 한바 찾지 못하여 포북구조대 탑승하여 향로봉에 착륙하여 구조대원들은 수색 실시하고 향로봉에 대기하던중 구조대원 자체해결한다는 무선 접보 후 안전하게 귀대함.","51","25.5","2.45","0","15.6","0"
"경북소방본부","소방항공구조대","2013092711","산악기타","정상","조난","외부요인","개인질환","성인봉 정상부근에서 등산 중 심정지 환자 발생하여 울릉 안전센터 직원 먼저 현장도착 요구조자 의식확인한바 호흡 맥박없어 심폐소생술 실시, 항공구조대원 2명 헬기레펠하여 요구조자 항공구조 들것으로 인양하여 해군 118전대 대기중인 울릉의료원 구급차에 환자 인계하고 연료 주입후 귀대함","50","19.85","2.05","0","11.1","0"
"경북소방본부","소방항공구조대","2013093012","산악기타","능선","조난","외부요인","","충북소방 지원요청으로 단양군 황정산에서 실족하여 발목염좌환자 신고 접보 후 출동하여 현장 도착, 구조대원 2명이 레펠로 현장접근 하여 응급처치 후 호이스트 이용하여 안전하게 구조하여 단양강에 대기하고 있던 단양119구급대에 안전하게 인계함.","78","20.05","0.95","0","19.05","0"
"경북소방본부","소방항공구조대","2013100212","일반조난","계곡","조난","외부요인","","상기일시 장소에서 익일 실종신고가 접수되어 수색한바 요구조자 장무준를 찾지못하여 금일 재 수색중 문경구조구급센터 직원들이 의식확인한바 호흡, 맥박이 없는 사망추정 요구조자를 발견하고 철수준비중 직경 80cm의 바위가 굴러 문경센터소속 의무소방 임철홍의 오른쪽 슬관절 뒷부분이 부딫혀 2cm정도의 찰과상을 입어, 항공구조대원 2명 헬기레펠하여 요구조자 장무준외 1명을 들것으로 인양하여 영강공원에 대기중인 문경구급대에 환자 인계후 귀대함.","66","20.85","1.5","0","16.95","0"
"경북소방본부","소방항공구조대","2013100312","산악기타","정상","조난","외부요인","","상기 장소에 요구조자가 금오산 절에 가던중 탈진으로 하지 경련호소 119에 신고한 사고로 항공구조대원이 현장도착하여 레펠로 1명이 하강하여 요구조자 응급처치 후 요구조자벨트를 이용 호이스트로 견인하여 김천종합운동장에 대기중인 김천구급대에게 인계함","58","18.1","2.6","0","13","0"
"경북소방본부","소방항공구조대","2013100315","실족추락","능선","","외부요인","","상기 장소에 요구조자는 맹인으로서 동료와 산행중 미끄러져 우측 족관절부위 골절로 인해 산행을 할수없어 119에 신고한 사고로 항공구조대원은 금오산 정상 헬리패드장에 착륙하여 항공구조대원이 2명이 요구조자위치까지 도보로 이동하여 요구조자를 업고 헬리페드장까지 이동시켜 구미 넥스원에 대기중인 구미구급대에게 인계함","52.5","18.8","1.95","0","11.65","0"
"경북소방본부","소방항공구조대","2013101213","산악기타","정상","조난","외부요인","","상기장소 등산중이던 윤은숙 등산중 실족으로 인한 우측 발목 염좌로 119신고상주구조대 현장출동중이며 항공대 현장 먼저 도착/n항공구조대원 1명 레펠하여 요구조자 응급처치 후 호이스트로 헬기내 인양 안전구조하여 문경소방서 구급대 인계 후 귀대함.","25.5","17.55","3.5","0","0.5","0"
"경북소방본부","소방항공구조대","2013101315","산악기타","정상","조난","외부요인","","상기장소 등산중이던 박재철 실족으로 인한 좌측발목염좌로 119신고하여 문경구조대 현장 도착 응급처치 후 개활지 헬기유도하여 항공구조대원 1명 레펠하여 요구조자 호이스트 인양 안전구조 후 문경소방서 구급대 인계하고 귀대함","46","20.45","2.6","0","10.15","0"
"경북소방본부","소방항공구조대","2013101417","개인(급.만성)질환","능선","조난","외부요인","","상기 장소에 요구조자가 하산중 탈진으로 하지경련을 호소 산행을 할수없어 119에 신고한 사고로 항공구조대는 현장도착하여 구조대원 1명이 레펠로 하강하여 요구조자 응급처치 후 요구조자벨트를 이용하여 호이스트로 견인하여 가야산호텔 주차장에 대기중인 성주구조구급대에 인계함","55.5","21.55","0.1","0","14.55","0"
"경북소방본부","소방항공구조대","2013101914","실족추락","정상","조난","외부요인","","상기 장소에 요구조자가 하산중 미끄러져 우측족관절부위 골절로 인해 움직일수가 없어 119에 신고한 사고로 항공구조대원이 현장도착하여 요구조자 응급처치후  요구조벨트 착용 시킨후 호이스트로 견힌하여 LIG에 대기중인 구미구급대에게 인계함 ","63","15.65","1.95","0","11.95","0"
"경북소방본부","소방항공구조대","2013101916","개인(급.만성)질환","산기타","조난","외부요인","","상기 장소에 요구조자가 하산중 하지경련으로 움직일수없어 119에 신고한 사고로  항공구조대원이 현장도착하여 레펠로 1명이 하강한바 영주구조대원이 요구조자 응급처치한 상태로 항공구조대원은 요구조자벨트 이용 호이스트로 견인하여 안동병원에 인계함","64","15.6","2.35","0","11.35","0"
"경북소방본부","소방항공구조대","2013110214","산악기타","능선","조난","외부요인","","상기장소 이상원등산 중 저혈당 증상으로 체력저하 및 가슴답답한 증상으로 119신고하여 문경구조대 현장 도착 응급처치 한 상황 항공구조대원 1명 헬기 레펠하여 요구조자 호이스트로 안전 구조하여 문경구급대에게 인계 제일병원 이송조치하고 인원장비 이상없이 귀대함. ","49","18.15","2.25","0","10.25","0"
"경북소방본부","소방항공구조대","2013110513","실족추락","능선","조난","외부요인","","경북2호기 경주 남산 7부능선 현장도착한바 경주구조대선착하여 요구조자에 응급처치한 상태임. 구조대원 1명 레펠로 현장에 접근 요구조자 1명 호이스트로 인양하여 경주시 동국대앞 형산강 둔치에 대기중인 경주구급대에 요구조자 인계후 귀소함.","31.5","16.15","1.8","0","1.3","0"
"경북소방본부","소방항공구조대","2013111015","산악기타","정상","조난","외부요인","개인질환","상기장소 최영수등산 중 심정지로 산악회 동료 현장 심폐소생술하며 119신고함, 항공구조대원 2명 헬기레펠로 하강하여 심정지 환자 제세동 및 심폐소생술 실시하면서 항공구조들것으로 헬기로 인양 후 지속적인 CPR실시하면서 K2기지에서 불로구급대 인계 파티마병원 이송조치함.","28.5","10.85","3.9","0","-3.95","0"
"경북소방본부","소방항공구조대","2013111116","실족추락","정상","조난","외부요인","","상기 일시장소에서 요구조자 김문경이 주왕산 가메봉에서 하산중 미끄러져 우측족관절부위 골절로 인해 119로 신고하여 선착대인 청송구급대원 및 국립공원 산악 구조대 현장 응급처치 후 헬기유도, 항공구조대원 1명 레펠하여 요구조자 김문경을 호이스트 인양, 안전하게 구조하여 비행장에서 대기중인 대구불로 구급대에게 인계함.","22","6.65","1.95","0","-11.2","0"
"경북소방본부","소방항공구조대","2013111306","산악기타","정상","조난","외부요인","","작일 18시경 태안비행장을 이륙한 경비행기가 울진비행장 10마일인근에서 통신두절 된 사고로 항공구조대는 06시50분경 이륙하여 칠보산 정상 북서쪽 300m지점에서 비행기 잔해를 발견하여 항공구조대원 1명이 레펠로 하강하여 현장까지 도보로 이동 기체 잔해 주변에 도착하여 수색하는중 비행기 동체주변에서 실종자 3명을 발견 후 추가투입된 특구단 기동대원과 중앙119구조본부대원과 함께 사채수습 후 울진비행장으로 이송하여 병원구급차 및 울진구급차에 인계함 ","75","0.75","1.25","0","-4.4","0"
"경북소방본부","소방항공구조대","2013112316","산악기타","능선","조난","외부요인","","상기 장소에  요구조자가 하산중 미끄러져 우측족관절부위 통증으로 움직일수없어 119에 신고한 사로고 항공구조대가 현장도착하여 구조대원 1명이 레펠로 하강한바 포항남부구조대원이 응급처치한 상태로 요구조자를 요구조자벨트를 이용하여 호이스트로 견인하여 형산강둔치에 대기중인 효자구급대에게 인계함","34","10.45","2.45","0","-2.5","0"
"경북소방본부","소방항공구조대","2013112915","산악기타","정상","조난","외부요인","","상기장소 등산 중 탈진 및 양쪽 무릎 경련 김진성으로 119 신고,요구조자 향로봉 정상 헬리페드에서 렌딩하여 헬기탑승 후 보경사 주차장에서 흥해구급대에게 요구조자 인계 조치 후 귀대함.","35.5","2.65","2.85","0","-8.4","0"
"경북소방본부","소방항공구조대","2013120114","산악기타","능선","조난","외부요인","","상기장소에서 벌목작업을 하던 요구조자 장대식이 쓰러지는 벌목나무에 깔려 119로 신고한내용으로 항공구조대가 현장에 도착하여 구조대원 2명 레펠로 하강하여 선착대인 춘양구급대원의 응급처치한 요구조자 장대식을  다목적들것을 이용하여 호이스트로 견인 후 안동병원으로 이송조치함.","36.5","9.7","2.85","0","-2.25","0"
"경북소방본부","소방항공구조대","2013120815","산악기타","계곡","조난","외부요인","","상기장소 등산 중 눈길 실족으로 인한 허리통증 거동불가능요구조자 김숙경119신고하여 소방항공대 구미구조대 4명 탑승하여 정상 랜딩 요구조자 안전한곳으로 이동 후 호이스트로 인양,구미구급대 인계, 귀대함. ","39.5","9.15","2.1","0","-1.55","0"
"경북소방본부","소방항공구조대","2014010108","산악기타","정상","조난","외부요인","","상기장소에서 김미정 해돋이 보던중 많은 인파에 끼여 압좌상 및 실신으로 인한 과호흡증후군 증상 항공구조대원 2명 헬기레펠하여 인양하여 K2에서불로구급대에 인계함.","58","-0.1","1.45","0","-6.5","0"
"경북소방본부","소방항공구조대","2014010410","산악기타","능선","조난","외부요인","개인질환","황악산 능선에 심장질환자 있다는 접보 후 현장 출동하여 레펠로 구조대원 2명이 현장접근과 동시에 김천구조대와 같이 응급처치 후 호이스트 이용 후 안전하게 구조하여 김천종합운동장 주차장에 대기하고 있던 김천소방서 다수구급대에 안전하게 인계함.","61.5","3.25","1.3","0","-4.1","0"
"경북소방본부","소방항공구조대","2014011712","산악기타","산기타","조난","외부요인","","상기장소 요구조자 산림작업 중 나무에 깔린 사고로 현장 칠곡구조대 출동하여 응급처치된 상황, 항공구조대원 1명 헬기 레펠하여 환자 호이스트 인양 후 구미구급대 환자 인계, 순천향병원 이송조치함.","35","2.4","2.95","0","-8.65","0"
"경북소방본부","소방항공구조대","2014012616","암벽등반","계곡","조난","외부요인","","상기 일시장소에서 빙벽 등반중 추락하여 119로 신고한 내용으로 선착대인 충북괴산구조대및화북지역대 구급대원의 응급처치 후 항공구조대원 2명 레펠로 하강하여 다목적들것, 호이스트이용하여 안전하게 구조하여 문경 영강체육시설에 대기중이던 문경구조구급대에 환자 인계, 문경제일병원으로 이송조치함.","48","2.7","3.4","0","-6","0"
